code_5,code_4,code_3,code_2,code_1,libelle_5,libelle_4,libelle_3,libelle_2,libelle_1
42.99Z,42.99,42.9,42,F,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil n.c.a.,Construction d'autres ouvrages de génie civil,Génie civil,Construction
43.11Z,43.11,43.1,43,F,Travaux de démolition,Travaux de démolition,Démolition et préparation des sites,Travaux de construction spécialisés,Construction
43.12A,43.12,43.1,43,F,Travaux de terrassement courants et travaux préparatoires,Travaux de préparation des sites,Démolition et préparation des sites,Travaux de construction spécialisés,Construction
43.12B,43.12,43.1,43,F,Travaux de terrassement spécialisés ou de grande masse,Travaux de préparation des sites,Démolition et préparation des sites,Travaux de construction spécialisés,Construction
43.13Z,43.13,43.1,43,F,Forages et sondages,Forages et sondages,Démolition et préparation des sites,Travaux de construction spécialisés,Construction
43.21A,43.21,43.2,43,F,Travaux d'installation électrique dans tous locaux,Installation électrique,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.21B,43.21,43.2,43,F,Travaux d'installation électrique sur la voie publique,Installation électrique,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.22A,43.22,43.2,43,F,Travaux d'installation d'eau et de gaz en tous locaux,Travaux de plomberie et installation de chauffage et de conditionnement d'air,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.22B,43.22,43.2,43,F,Travaux d'installation d'équipements thermiques et de climatisation,Travaux de plomberie et installation de chauffage et de conditionnement d'air,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.29A,43.29,43.2,43,F,Travaux d'isolation,Autres travaux d'installation,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.29B,43.29,43.2,43,F,Autres travaux d'installation n.c.a.,Autres travaux d'installation,Travaux d'installation électrique plomberie et autres travaux d'installation,Travaux de construction spécialisés,Construction
43.31Z,43.31,43.3,43,F,Travaux de plâtrerie,Travaux de plâtrerie,Travaux de finition,Travaux de construction spécialisés,Construction
43.32A,43.32,43.3,43,F,Travaux de menuiserie bois et PVC,Travaux de menuiserie,Travaux de finition,Travaux de construction spécialisés,Construction
43.32B,43.32,43.3,43,F,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,Travaux de finition,Travaux de construction spécialisés,Construction
43.32C,43.32,43.3,43,F,Agencement de lieux de vente,Travaux de menuiserie,Travaux de finition,Travaux de construction spécialisés,Construction
43.33Z,43.33,43.3,43,F,Travaux de revêtement des sols et des murs,Travaux de revêtement des sols et des murs,Travaux de finition,Travaux de construction spécialisés,Construction
43.34Z,43.34,43.3,43,F,Travaux de peinture et vitrerie,Travaux de peinture et vitrerie,Travaux de finition,Travaux de construction spécialisés,Construction
43.39Z,43.39,43.3,43,F,Autres travaux de finition,Autres travaux de finition,Travaux de finition,Travaux de construction spécialisés,Construction
43.91A,43.91,43.9,43,F,Travaux de charpente,Travaux de couverture,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.91B,43.91,43.9,43,F,Travaux de couverture par éléments,Travaux de couverture,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.99A,43.99,43.9,43,F,Travaux d'étanchéification,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.99B,43.99,43.9,43,F,Travaux de montage de structures métalliques,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.99C,43.99,43.9,43,F,Travaux de maçonnerie générale et gros œuvre de bâtiment,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.99D,43.99,43.9,43,F,Autres travaux spécialisés de construction,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
43.99E,43.99,43.9,43,F,Location avec opérateur de matériel de construction,Autres travaux de construction spécialisés n.c.a.,Autres travaux de construction spécialisés,Travaux de construction spécialisés,Construction
45.11Z,45.11,45.1,45,G,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.19Z,45.19,45.1,45,G,Commerce d'autres véhicules automobiles,Commerce d'autres véhicules automobiles,Commerce de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.20A,45.20,45.2,45,G,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.20B,45.20,45.2,45,G,Entretien et réparation d'autres véhicules automobiles,Entretien et réparation de véhicules automobiles,Entretien et réparation de véhicules automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.31Z,45.31,45.3,45,G,Commerce de gros d'équipements automobiles,Commerce de gros d'équipements automobiles,Commerce d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.32Z,45.32,45.3,45,G,Commerce de détail d'équipements automobiles,Commerce de détail d'équipements automobiles,Commerce d'équipements automobiles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
45.40Z,45.40,45.4,45,G,Commerce et réparation de motocycles,Commerce et réparation de motocycles,Commerce et réparation de motocycles,Commerce et réparation d'automobiles et de motocycles,Commerce  réparation d'automobiles et de motocycles
46.11Z,46.11,46.1,46,G,Intermédiaires du commerce en matières premières agricoles animaux vivants matières premières textiles et produits semi-finis,Intermédiaires du commerce en matières premières agricoles animaux vivants matières premières textiles et produits semi-finis,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.12A,46.12,46.1,46,G,Centrales d'achat de carburant,Intermédiaires du commerce en combustibles métaux minéraux et produits chimiques,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.12B,46.12,46.1,46,G,Autres intermédiaires du commerce en combustibles métaux minéraux et produits chimiques,Intermédiaires du commerce en combustibles métaux minéraux et produits chimiques,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.13Z,46.13,46.1,46,G,Intermédiaires du commerce en bois et matériaux de construction,Intermédiaires du commerce en bois et matériaux de construction,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.14Z,46.14,46.1,46,G,Intermédiaires du commerce en machines équipements industriels navires et avions,Intermédiaires du commerce en machines équipements industriels navires et avions,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.15Z,46.15,46.1,46,G,Intermédiaires du commerce en meubles articles de ménage et quincaillerie,Intermédiaires du commerce en meubles articles de ménage et quincaillerie,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.16Z,46.16,46.1,46,G,Intermédiaires du commerce en textiles habillement fourrures chaussures et articles en cuir,Intermédiaires du commerce en textiles habillement fourrures chaussures et articles en cuir,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.17A,46.17,46.1,46,G,Centrales d'achat alimentaires,Intermédiaires du commerce en denrées boissons et tabac,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.17B,46.17,46.1,46,G,Autres intermédiaires du commerce en denrées boissons et tabac,Intermédiaires du commerce en denrées boissons et tabac,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.18Z,46.18,46.1,46,G,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.19A,46.19,46.1,46,G,Centrales d'achat non alimentaires,Intermédiaires du commerce en produits divers,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
46.19B,46.19,46.1,46,G,Autres intermédiaires du commerce en produits divers,Intermédiaires du commerce en produits divers,Intermédiaires du commerce de gros,Commerce de gros à l'exception des automobiles et des motocycles,Commerce  réparation d'automobiles et de motocycles
